route_id,service_id,trip_id,direction_id,shape_id
1,PSCO,1_PSCO_1_34,1,Ligne 50_1
1,PSCO,1_PSCO_0_35,0,Ligne 50_0
1,PSCO,1_PSCO_1_35,1,Ligne 50_1
1,PSCO,1_PSCO_0_36,0,Ligne 50_0
1,PSCO,1_PSCO_1_36,1,Ligne 50_1
1,PSCO,1_PSCO_0_37,0,Ligne 50_0
1,PSCO,1_PSCO_1_37,1,Ligne 50_1
1,PSCO,1_PSCO_0_38,0,Ligne 50_0
1,PSCO,1_PSCO_1_38,1,Ligne 50_1
1,PSCO,1_PSCO_0_39,0,Ligne 50_0
1,PSCO,1_PSCO_1_39,1,Ligne 50_1
1,PSCO,1_PSCO_0_40,0,Ligne 50_0
1,PSCO,1_PSCO_1_40,1,Ligne 50_1
1,PSCO,1_PSCO_0_41,0,Ligne 50_0
1,PSCO,1_PSCO_1_41,1,Ligne 50_1
1,PSCO,1_PSCO_0_42,0,Ligne 50_0
1,PSCO,1_PSCO_1_42,1,Ligne 50_1
1,PSCO,1_PSCO_0_43,0,Ligne 50_0
1,PSCO,1_PSCO_1_43,1,Ligne 50_1
1,PSCO,1_PSCO_0_44,0,Ligne 50_0
1,PSCO,1_PSCO_1_44,1,Ligne 50_1
1,PSCO,1_PSCO_0_45,0,Ligne 50_0
1,PSCO,1_PSCO_1_45,1,Ligne 50_1
1,PSCO,1_PSCO_0_46,0,Ligne 50_0
1,PSCO,1_PSCO_1_46,1,Ligne 50_1
1,PSCO,1_PSCO_0_47,0,Ligne 50_0
1,PSCO,1_PSCO_1_47,1,Ligne 50_1
1,PSCO,1_PSCO_0_48,0,Ligne 50_0
1,PSCO,1_PSCO_1_48,1,Ligne 50_1
1,PSCO,1_PSCO_0_49,0,Ligne 50_0
1,PSCO,1_PSCO_1_49,1,Ligne 50_1
1,PSCO,1_PSCO_0_50,0,Ligne 50_0
1,PSCO,1_PSCO_1_50,1,Ligne 50_1
1,PSCO,1_PSCO_0_51,0,Ligne 50_0
1,PSCO,1_PSCO_1_51,1,Ligne 50_1
1,PSCO,1_PSCO_0_52,0,Ligne 50_0
1,PSCO,1_PSCO_1_52,1,Ligne 50_1
1,PSCO,1_PSCO_0_53,0,Ligne 50_0
1,PSCO,1_PSCO_1_53,1,Ligne 50_1
1,PSCO,1_PSCO_0_54,0,Ligne 50_0
1,PSCO,1_PSCO_1_54,1,Ligne 50_1
1,PSCO,1_PSCO_0_55,0,Ligne 50_0
1,PSCO,1_PSCO_1_55,1,Ligne 50_1
1,PSCO,1_PSCO_0_56,0,Ligne 50_0
1,PSCO,1_PSCO_1_56,1,Ligne 50_1
1,PSCO,1_PSCO_0_57,0,Ligne 50_0
1,PSCO,1_PSCO_1_57,1,Ligne 50_1
1,PSCO,1_PSCO_0_58,0,Ligne 50_0
1,PSCO,1_PSCO_1_58,1,Ligne 50_1
1,PSCO,1_PSCO_0_59,0,Ligne 50_0
1,PSCO,1_PSCO_1_59,1,Ligne 50_1
1,PSCO,1_PSCO_0_60,0,Ligne 50_0
1,PSCO,1_PSCO_1_60,1,Ligne 50_1
1,PSCO,1_PSCO_0_61,0,Ligne 50_0
1,PSCO,1_PSCO_1_61,1,Ligne 50_1
1,PSCO,1_PSCO_0_62,0,Ligne 50_0
1,PSCO,1_PSCO_1_62,1,Ligne 50_1
1,PSCO,1_PSCO_0_63,0,Ligne 50_0
1,PSCO,1_PSCO_1_63,1,Ligne 50_1
1,PSCO,1_PSCO_0_64,0,Ligne 50_0
1,PSCO,1_PSCO_1_64,1,Ligne 50_1
1,PSCO,1_PSCO_0_65,0,Ligne 50_0
1,PSCO,1_PSCO_1_65,1,Ligne 50_1
1,PSCO,1_PSCO_0_66,0,Ligne 50_0
1,PSCO,1_PSCO_1_66,1,Ligne 50_1
1,PSCO,1_PSCO_0_67,0,Ligne 50_0
1,PSCO,1_PSCO_1_67,1,Ligne 50_1
1,PSCO,1_PSCO_0_68,0,Ligne 50_0
1,PSCO,1_PSCO_1_68,1,Ligne 50_1
1,PSCO,1_PSCO_0_69,0,Ligne 50_0
1,PSCO,1_PSCO_1_69,1,Ligne 50_1
1,PSCO,1_PSCO_0_70,0,Ligne 50_0
1,PSCO,1_PSCO_1_70,1,Ligne 50_1
1,PSCO,1_PSCO_0_71,0,Ligne 50_0
1,PSCO,1_PSCO_1_71,1,Ligne 50_1
1,PVS,1_PVS_0_1,0,Ligne 50_0
1,PVS,1_PVS_1_1,1,Ligne 50_1
1,PVS,1_PVS_0_2,0,Ligne 50_0
1,PVS,1_PVS_1_2,1,Ligne 50_1
1,PVS,1_PVS_0_3,0,Ligne 50_0
1,PVS,1_PVS_1_3,1,Ligne 50_1
1,PVS,1_PVS_0_4,0,Ligne 50_0
1,PVS,1_PVS_1_4,1,Ligne 50_1
1,PVS,1_PVS_0_5,0,Ligne 50_0
1,PVS,1_PVS_1_5,1,Ligne 50_1
1,PVS,1_PVS_0_6,0,Ligne 50_0
1,PVS,1_PVS_1_6,1,Ligne 50_1
1,PVS,1_PVS_0_7,0,Ligne 50_0
1,PVS,1_PVS_1_7,1,Ligne 50_1
1,PVS,1_PVS_0_8,0,Ligne 50_0
1,PVS,1_PVS_1_8,1,Ligne 50_1
1,PVS,1_PVS_0_9,0,Ligne 50_0
1,PVS,1_PVS_1_9,1,Ligne 50_1
1,PVS,1_PVS_0_10,0,Ligne 50_0
1,PVS,1_PVS_1_10,1,Ligne 50_1
1,PVS,1_PVS_0_11,0,Ligne 50_0
1,PVS,1_PVS_1_11,1,Ligne 50_1
1,PVS,1_PVS_0_12,0,Ligne 50_0
1,PVS,1_PVS_1_12,1,Ligne 50_1
1,PVS,1_PVS_0_13,0,Ligne 50_0
1,PVS,1_PVS_1_13,1,Ligne 50_1
1,PVS,1_PVS_0_14,0,Ligne 50_0
1,PVS,1_PVS_1_14,1,Ligne 50_1
1,PVS,1_PVS_0_15,0,Ligne 50_0
1,PVS,1_PVS_1_15,1,Ligne 50_1
1,PVS,1_PVS_0_16,0,Ligne 50_0
1,PVS,1_PVS_1_16,1,Ligne 50_1
1,PVS,1_PVS_0_17,0,Ligne 50_0
1,PVS,1_PVS_1_17,1,Ligne 50_1
1,PVS,1_PVS_0_18,0,Ligne 50_0
1,PVS,1_PVS_1_18,1,Ligne 50_1
1,PVS,1_PVS_0_19,0,Ligne 50_0
1,PVS,1_PVS_1_19,1,Ligne 50_1
1,PVS,1_PVS_0_20,0,Ligne 50_0
1,PVS,1_PVS_1_20,1,Ligne 50_1
1,PVS,1_PVS_0_21,0,Ligne 50_0
1,PVS,1_PVS_1_21,1,Ligne 50_1
1,PVS,1_PVS_0_22,0,Ligne 50_0
1,PVS,1_PVS_1_22,1,Ligne 50_1
1,PVS,1_PVS_0_23,0,Ligne 50_0
1,PVS,1_PVS_1_23,1,Ligne 50_1
1,PVS,1_PVS_0_24,0,Ligne 50_0
1,PVS,1_PVS_1_24,1,Ligne 50_1
1,PVS,1_PVS_0_25,0,Ligne 50_0
1,PVS,1_PVS_1_25,1,Ligne 50_1
1,ETE,1_ETE_0_1,0,Ligne 50_0
1,ETE,1_ETE_1_1,1,Ligne 50_1
1,ETE,1_ETE_0_2,0,Ligne 50_0
1,ETE,1_ETE_1_2,1,Ligne 50_1
1,ETE,1_ETE_0_3,0,Ligne 50_0
1,ETE,1_ETE_1_3,1,Ligne 50_1
1,ETE,1_ETE_0_4,0,Ligne 50_0
1,ETE,1_ETE_1_4,1,Ligne 50_1
1,ETE,1_ETE_0_5,0,Ligne 50_0
1,ETE,1_ETE_1_5,1,Ligne 50_1
1,ETE,1_ETE_0_6,0,Ligne 50_0
1,ETE,1_ETE_1_6,1,Ligne 50_1
1,ETE,1_ETE_0_7,0,Ligne 50_0
1,ETE,1_ETE_1_7,1,Ligne 50_1
1,ETE,1_ETE_0_8,0,Ligne 50_0
1,ETE,1_ETE_1_8,1,Ligne 50_1
1,ETE,1_ETE_0_9,0,Ligne 50_0
1,ETE,1_ETE_1_9,1,Ligne 50_1
1,ETE,1_ETE_0_10,0,Ligne 50_0
1,ETE,1_ETE_1_10,1,Ligne 50_1
1,ETE,1_ETE_0_11,0,Ligne 50_0
1,ETE,1_ETE_1_11,1,Ligne 50_1
1,ETE,1_ETE_0_12,0,Ligne 50_0
1,ETE,1_ETE_1_12,1,Ligne 50_1
1,ETE,1_ETE_0_13,0,Ligne 50_0
1,ETE,1_ETE_1_13,1,Ligne 50_1
1,DJF,1_DJF_0_1,0,Ligne 50_0
1,DJF,1_DJF_1_1,1,Ligne 50_1
1,DJF,1_DJF_0_2,0,Ligne 50_0
1,DJF,1_DJF_1_2,1,Ligne 50_1
1,DJF,1_DJF_0_3,0,Ligne 50_0
1,DJF,1_DJF_1_3,1,Ligne 50_1
1,DJF,1_DJF_0_4,0,Ligne 50_0
1,DJF,1_DJF_1_4,1,Ligne 50_1
1,DJF,1_DJF_0_5,0,Ligne 50_0
1,DJF,1_DJF_1_5,1,Ligne 50_1
1,DJF,1_DJF_0_6,0,Ligne 50_0
1,DJF,1_DJF_1_6,1,Ligne 50_1
1,DJF,1_DJF_0_7,0,Ligne 50_0
1,DJF,1_DJF_1_7,1,Ligne 50_1
1,DJF,1_DJF_0_8,0,Ligne 50_0
1,DJF,1_DJF_1_8,1,Ligne 50_1
1,DJF,1_DJF_0_9,0,Ligne 50_0
1,DJF,1_DJF_1_9,1,Ligne 50_1
1,DJF,1_DJF_0_10,0,Ligne 50_0
1,DJF,1_DJF_1_10,1,Ligne 50_1
1,DJF,1_DJF_0_11,0,Ligne 50_0
1,DJF,1_DJF_1_11,1,Ligne 50_1
1,DJF,1_DJF_0_12,0,Ligne 50_0
1,DJF,1_DJF_1_12,1,Ligne 50_1
2,PSCO,2_PSCO_0_1,0,Ligne 52_0
2,PSCO,2_PSCO_1_1,1,Ligne 52_1
2,PSCO,2_PSCO_0_2,0,Ligne 52_0
2,PSCO,2_PSCO_1_2,1,Ligne 52_1
2,PSCO,2_PSCO_0_3,0,Ligne 52_0
2,PSCO,2_PSCO_1_3,1,Ligne 52_1
2,PSCO,2_PSCO_0_4,0,Ligne 52_0
2,PSCO,2_PSCO_1_4,1,Ligne 52_1
2,PSCO,2_PSCO_0_5,0,Ligne 52_0
2,PSCO,2_PSCO_1_5,1,Ligne 52_1
2,PSCO,2_PSCO_0_6,0,Ligne 52_0
2,PSCO,2_PSCO_1_6,1,Ligne 52_1
2,PSCO,2_PSCO_0_7,0,Ligne 52_0
2,PSCO,2_PSCO_1_7,1,Ligne 52_1
2,PSCO,2_PSCO_0_8,0,Ligne 52_0
2,PSCO,2_PSCO_1_8,1,Ligne 52_1
2,PSCO,2_PSCO_0_9,0,Ligne 52_0
2,PSCO,2_PSCO_1_9,1,Ligne 52_1
2,PSCO,2_PSCO_0_10,0,Ligne 52_0
2,PSCO,2_PSCO_1_10,1,Ligne 52_1
2,PSCO,2_PSCO_0_11,0,Ligne 52_0
2,PSCO,2_PSCO_1_11,1,Ligne 52_1
2,PSCO,2_PSCO_0_12,0,Ligne 52_0
2,PSCO,2_PSCO_1_12,1,Ligne 52_1
2,PSCO,2_PSCO_0_13,0,Ligne 52_0
2,PSCO,2_PSCO_1_13,1,Ligne 52_1
2,PSCO,2_PSCO_0_14,0,Ligne 52_0
2,PSCO,2_PSCO_1_14,1,Ligne 52_1
2,PSCO,2_PSCO_0_15,0,Ligne 52_0
2,PSCO,2_PSCO_1_15,1,Ligne 52_1
2,PSCO,2_PSCO_0_16,0,Ligne 52_0
2,PSCO,2_PSCO_1_16,1,Ligne 52_1
2,PSCO,2_PSCO_0_17,0,Ligne 52_0
2,PSCO,2_PSCO_1_17,1,Ligne 52_1
2,PSCO,2_PSCO_0_18,0,Ligne 52_0
2,PSCO,2_PSCO_1_18,1,Ligne 52_1
2,PSCO,2_PSCO_0_19,0,Ligne 52_0
2,PSCO,2_PSCO_1_19,1,Ligne 52_1
2,PSCO,2_PSCO_0_20,0,Ligne 52_0
2,PSCO,2_PSCO_1_20,1,Ligne 52_1
2,PSCO,2_PSCO_0_21,0,Ligne 52_0
2,PSCO,2_PSCO_1_21,1,Ligne 52_1
2,PSCO,2_PSCO_0_22,0,Ligne 52_0
2,PSCO,2_PSCO_1_22,1,Ligne 52_1
2,PSCO,2_PSCO_0_23,0,Ligne 52_0
2,PSCO,2_PSCO_1_23,1,Ligne 52_1
2,PSCO,2_PSCO_0_24,0,Ligne 52_0
2,PSCO,2_PSCO_1_24,1,Ligne 52_1
2,PSCO,2_PSCO_0_25,0,Ligne 52_0
2,PSCO,2_PSCO_1_25,1,Ligne 52_1
2,PSCO,2_PSCO_0_26,0,Ligne 52_0
2,PSCO,2_PSCO_1_26,1,Ligne 52_1
2,PSCO,2_PSCO_0_27,0,Ligne 52_0
2,PSCO,2_PSCO_1_27,1,Ligne 52_1
2,PSCO,2_PSCO_0_28,0,Ligne 52_0
2,PSCO,2_PSCO_1_28,1,Ligne 52_1
2,PSCO,2_PSCO_0_29,0,Ligne 52_0
2,PSCO,2_PSCO_1_29,1,Ligne 52_1
2,PSCO,2_PSCO_0_30,0,Ligne 52_0
2,PSCO,2_PSCO_1_30,1,Ligne 52_1
2,PSCO,2_PSCO_0_31,0,Ligne 52_0
2,PSCO,2_PSCO_1_31,1,Ligne 52_1
2,PSCO,2_PSCO_0_32,0,Ligne 52_0
2,PSCO,2_PSCO_1_32,1,Ligne 52_1
2,PSCO,2_PSCO_0_33,0,Ligne 52_0
2,PSCO,2_PSCO_1_33,1,Ligne 52_1
2,PSCO,2_PSCO_0_34,0,Ligne 52_0
2,PSCO,2_PSCO_1_34,1,Ligne 52_1
2,PSCO,2_PSCO_0_35,0,Ligne 52_0
2,PSCO,2_PSCO_1_35,1,Ligne 52_1
2,PSCO,2_PSCO_0_36,0,Ligne 52_0
2,PSCO,2_PSCO_1_36,1,Ligne 52_1
2,PSCO,2_PSCO_0_37,0,Ligne 52_0
2,PSCO,2_PSCO_1_37,1,Ligne 52_1
2,PSCO,2_PSCO_0_38,0,Ligne 52_0
2,PSCO,2_PSCO_1_38,1,Ligne 52_1
2,PSCO,2_PSCO_0_39,0,Ligne 52_0
2,PSCO,2_PSCO_1_39,1,Ligne 52_1
2,PSCO,2_PSCO_0_40,0,Ligne 52_0
2,PSCO,2_PSCO_1_40,1,Ligne 52_1
2,PSCO,2_PSCO_0_41,0,Ligne 52_0
2,PSCO,2_PSCO_1_41,1,Ligne 52_1
2,PSCO,2_PSCO_0_42,0,Ligne 52_0
2,PSCO,2_PSCO_1_42,1,Ligne 52_1
2,PSCO,2_PSCO_0_43,0,Ligne 52_0
2,PSCO,2_PSCO_1_43,1,Ligne 52_1
2,PSCO,2_PSCO_0_44,0,Ligne 52_0
2,PSCO,2_PSCO_1_44,1,Ligne 52_1
2,PSCO,2_PSCO_0_45,0,Ligne 52_0
2,PSCO,2_PSCO_1_45,1,Ligne 52_1
2,PSCO,2_PSCO_0_46,0,Ligne 52_0
2,PSCO,2_PSCO_1_46,1,Ligne 52_1
2,PSCO,2_PSCO_0_47,0,Ligne 52_0
2,PSCO,2_PSCO_1_47,1,Ligne 52_1
2,PSCO,2_PSCO_0_48,0,Ligne 52_0
2,PSCO,2_PSCO_1_48,1,Ligne 52_1
2,PVS,2_PVS_0_1,0,Ligne 52_0
2,PVS,2_PVS_1_1,1,Ligne 52_1
2,PVS,2_PVS_0_2,0,Ligne 52_0
2,PVS,2_PVS_1_2,1,Ligne 52_1
2,PVS,2_PVS_0_3,0,Ligne 52_0
2,PVS,2_PVS_1_3,1,Ligne 52_1
2,PVS,2_PVS_0_4,0,Ligne 52_0
2,PVS,2_PVS_1_4,1,Ligne 52_1
2,PVS,2_PVS_0_5,0,Ligne 52_0
2,PVS,2_PVS_1_5,1,Ligne 52_1
2,PVS,2_PVS_0_6,0,Ligne 52_0
2,PVS,2_PVS_1_6,1,Ligne 52_1
2,PVS,2_PVS_0_7,0,Ligne 52_0
2,PVS,2_PVS_1_7,1,Ligne 52_1
2,PVS,2_PVS_0_8,0,Ligne 52_0
2,PVS,2_PVS_1_8,1,Ligne 52_1
2,PVS,2_PVS_0_9,0,Ligne 52_0
2,PVS,2_PVS_1_9,1,Ligne 52_1
2,PVS,2_PVS_0_10,0,Ligne 52_0
2,PVS,2_PVS_1_10,1,Ligne 52_1
2,PVS,2_PVS_0_11,0,Ligne 52_0
2,PVS,2_PVS_1_11,1,Ligne 52_1
2,PVS,2_PVS_0_12,0,Ligne 52_0
2,PVS,2_PVS_1_12,1,Ligne 52_1
2,PVS,2_PVS_0_13,0,Ligne 52_0
2,PVS,2_PVS_1_13,1,Ligne 52_1
2,PVS,2_PVS_0_14,0,Ligne 52_0
2,PVS,2_PVS_1_14,1,Ligne 52_1
2,PVS,2_PVS_0_15,0,Ligne 52_0
2,PVS,2_PVS_1_15,1,Ligne 52_1
2,PVS,2_PVS_0_16,0,Ligne 52_0
2,PVS,2_PVS_1_16,1,Ligne 52_1
2,PVS,2_PVS_0_17,0,Ligne 52_0
2,PVS,2_PVS_1_17,1,Ligne 52_1
2,PVS,2_PVS_0_18,0,Ligne 52_0
2,PVS,2_PVS_1_18,1,Ligne 52_1
2,PVS,2_PVS_0_19,0,Ligne 52_0
2,PVS,2_PVS_1_19,1,Ligne 52_1
2,PVS,2_PVS_0_20,0,Ligne 52_0
2,PVS,2_PVS_1_20,1,Ligne 52_1
2,PVS,2_PVS_0_21,0,Ligne 52_0
2,PVS,2_PVS_1_21,1,Ligne 52_1
2,PVS,2_PVS_0_22,0,Ligne 52_0
2,PVS,2_PVS_1_22,1,Ligne 52_1
2,PVS,2_PVS_0_23,0,Ligne 52_0
2,PVS,2_PVS_1_23,1,Ligne 52_1
2,PVS,2_PVS_0_24,0,Ligne 52_0
2,PVS,2_PVS_1_24,1,Ligne 52_1
2,PVS,2_PVS_0_25,0,Ligne 52_0
2,PVS,2_PVS_1_25,1,Ligne 52_1
2,ETE,2_ETE_0_1,0,Ligne 52_0
2,ETE,2_ETE_1_1,1,Ligne 52_1
2,ETE,2_ETE_0_2,0,Ligne 52_0
2,ETE,2_ETE_1_2,1,Ligne 52_1
2,ETE,2_ETE_0_3,0,Ligne 52_0
2,ETE,2_ETE_1_3,1,Ligne 52_1
2,ETE,2_ETE_0_4,0,Ligne 52_0
2,ETE,2_ETE_1_4,1,Ligne 52_1
2,ETE,2_ETE_0_5,0,Ligne 52_0
2,ETE,2_ETE_1_5,1,Ligne 52_1
2,ETE,2_ETE_0_6,0,Ligne 52_0
2,ETE,2_ETE_1_6,1,Ligne 52_1
2,ETE,2_ETE_0_7,0,Ligne 52_0
2,ETE,2_ETE_1_7,1,Ligne 52_1
2,ETE,2_ETE_0_8,0,Ligne 52_0
2,ETE,2_ETE_1_8,1,Ligne 52_1
2,ETE,2_ETE_0_9,0,Ligne 52_0
2,ETE,2_ETE_1_9,1,Ligne 52_1
2,ETE,2_ETE_0_10,0,Ligne 52_0
2,ETE,2_ETE_1_10,1,Ligne 52_1
2,ETE,2_ETE_0_11,0,Ligne 52_0
2,ETE,2_ETE_1_11,1,Ligne 52_1
2,ETE,2_ETE_0_12,0,Ligne 52_0
2,ETE,2_ETE_1_12,1,Ligne 52_1
2,ETE,2_ETE_0_13,0,Ligne 52_0
2,ETE,2_ETE_1_13,1,Ligne 52_1
2,DJF,2_DJF_0_1,0,Ligne 52_0
2,DJF,2_DJF_1_1,1,Ligne 52_1
2,DJF,2_DJF_0_2,0,Ligne 52_0
2,DJF,2_DJF_1_2,1,Ligne 52_1
2,DJF,2_DJF_0_3,0,Ligne 52_0
2,DJF,2_DJF_1_3,1,Ligne 52_1
2,DJF,2_DJF_0_4,0,Ligne 52_0
2,DJF,2_DJF_1_4,1,Ligne 52_1
2,DJF,2_DJF_0_5,0,Ligne 52_0
2,DJF,2_DJF_1_5,1,Ligne 52_1
2,DJF,2_DJF_0_6,0,Ligne 52_0
2,DJF,2_DJF_1_6,1,Ligne 52_1
2,DJF,2_DJF_0_7,0,Ligne 52_0
2,DJF,2_DJF_1_7,1,Ligne 52_1
2,DJF,2_DJF_0_8,0,Ligne 52_0
2,DJF,2_DJF_1_8,1,Ligne 52_1
2,DJF,2_DJF_0_9,0,Ligne 52_0
2,DJF,2_DJF_1_9,1,Ligne 52_1
2,DJF,2_DJF_0_10,0,Ligne 52_0
2,DJF,2_DJF_1_10,1,Ligne 52_1
2,DJF,2_DJF_0_11,0,Ligne 52_0
2,DJF,2_DJF_1_11,1,Ligne 52_1
2,DJF,2_DJF_0_12,0,Ligne 52_0
2,DJF,2_DJF_1_12,1,Ligne 52_1
3,PSCO,3_PSCO_0_1,0,Ligne 51_0
3,PSCO,3_PSCO_1_1,1,Ligne 51_1
3,PSCO,3_PSCO_0_2,0,Ligne 51_0
3,PSCO,3_PSCO_1_2,1,Ligne 51_1
3,PSCO,3_PSCO_0_3,0,Ligne 51_0
3,PSCO,3_PSCO_1_3,1,Ligne 51_1
3,PSCO,3_PSCO_0_4,0,Ligne 51_0
3,PSCO,3_PSCO_1_4,1,Ligne 51_1
3,PSCO,3_PSCO_0_5,0,Ligne 51_0
3,PSCO,3_PSCO_1_5,1,Ligne 51_1
3,PSCO,3_PSCO_0_6,0,Ligne 51_0
3,PSCO,3_PSCO_1_6,1,Ligne 51_1
3,PSCO,3_PSCO_0_7,0,Ligne 51_0
3,PSCO,3_PSCO_1_7,1,Ligne 51_1
3,PSCO,3_PSCO_0_8,0,Ligne 51_0
3,PSCO,3_PSCO_1_8,1,Ligne 51_1
3,PSCO,3_PSCO_0_9,0,Ligne 51_0
3,PSCO,3_PSCO_1_9,1,Ligne 51_1
3,PSCO,3_PSCO_0_10,0,Ligne 51_0
3,PSCO,3_PSCO_1_10,1,Ligne 51_1
3,PSCO,3_PSCO_0_11,0,Ligne 51_0
3,PSCO,3_PSCO_1_11,1,Ligne 51_1
3,PSCO,3_PSCO_0_12,0,Ligne 51_0
3,PSCO,3_PSCO_1_12,1,Ligne 51_1
3,PSCO,3_PSCO_0_13,0,Ligne 51_0
3,PSCO,3_PSCO_1_13,1,Ligne 51_1
3,PSCO,3_PSCO_0_14,0,Ligne 51_0
3,PSCO,3_PSCO_1_14,1,Ligne 51_1
3,PSCO,3_PSCO_0_15,0,Ligne 51_0
3,PSCO,3_PSCO_1_15,1,Ligne 51_1
3,PSCO,3_PSCO_0_16,0,Ligne 51_0
3,PSCO,3_PSCO_1_16,1,Ligne 51_1
3,PSCO,3_PSCO_0_17,0,Ligne 51_0
3,PSCO,3_PSCO_1_17,1,Ligne 51_1
3,PSCO,3_PSCO_0_18,0,Ligne 51_0
3,PSCO,3_PSCO_1_18,1,Ligne 51_1
3,PSCO,3_PSCO_0_19,0,Ligne 51_0
3,PSCO,3_PSCO_1_19,1,Ligne 51_1
3,PSCO,3_PSCO_0_20,0,Ligne 51_0
3,PSCO,3_PSCO_1_20,1,Ligne 51_1
3,PSCO,3_PSCO_0_21,0,Ligne 51_0
3,PSCO,3_PSCO_1_21,1,Ligne 51_1
3,PSCO,3_PSCO_0_22,0,Ligne 51_0
3,PSCO,3_PSCO_1_22,1,Ligne 51_1
3,PSCO,3_PSCO_0_23,0,Ligne 51_0
3,PSCO,3_PSCO_1_23,1,Ligne 51_1
3,PSCO,3_PSCO_0_24,0,Ligne 51_0
3,PSCO,3_PSCO_1_24,1,Ligne 51_1
3,PSCO,3_PSCO_0_25,0,Ligne 51_0
3,PSCO,3_PSCO_1_25,1,Ligne 51_1
3,PSCO,3_PSCO_0_26,0,Ligne 51_0
3,PSCO,3_PSCO_1_26,1,Ligne 51_1
3,PSCO,3_PSCO_0_27,0,Ligne 51_0
3,PSCO,3_PSCO_1_27,1,Ligne 51_1
3,PSCO,3_PSCO_0_28,0,Ligne 51_0
3,PSCO,3_PSCO_1_28,1,Ligne 51_1
